name,capacity,town,population,roofed,latitude,longitude
Auditorio Nuestra Señora de la Merced de Sanlúcar de Barrameda,431,Sanlúcar de Barrameda,69876,True,36.776471724566576,-6.354438750450055
Teatro Municipal de El Ejido(Centro Cultural de El Ejido) de El Ejido,337,El Ejido,90135,True,36.77731762829764,-2.8122713224251674
Teatro(Colegio Salesiano de Deusto) de Bilbao,864,Bilbao,348089,True,43.272234,-2.9541069
Paraninfo(I.E.S. Miguel de Unamuno) de Bilbao,334,Bilbao,348089,True,43.2606519,-2.9334323
Auditorio Municipal El Portón de Alhaurín de la Torre,400,Alhaurín de la Torre,44057,False,36.66073282121851,-4.570468790029951
Salón de Actos(Casa de la Cultura) de Alhaurín de la Torre,277,Alhaurín de la Torre,44057,True,36.6614801412077,-4.564464488779969
Salón de Actos(Casa de la Cultura Blas Infante) de Coín,253,Coín,25023,True,36.66059492500284,-4.756719683109108
María Victoria Atencia. (MVA)(Centro Cultural Provincial) de Málaga,266,Málaga,591637,True,36.72420614851186,-4.421731403945059
Auditorio(Centro Cívico y Social) de Novelda,410,Novelda,25771,True,38.37994552424973,-0.7698932090286942
Auditorio(Centro Cultural) de Onil,444,Onil,7763,True,38.63003975,-0.67320085
Auditorio(Centro Cultural Enrique Tierno Galván) de Lorquí,274,Lorquí,7706,True,38.08097088023894,-1.2547800150354471
Teatro Municipal Mónaco de Onda,630,Onda,25547,True,39.963309875592586,-0.2661782343508834
Unión Musical Santa Cecilia de Onda,570,Onda,25547,True,39.963309875592586,-0.2661782343508834
Palacio de la Música(Centro Instructivo Musical La Armónica) de Buñol,496,Buñol,9579,True,39.4184213219578,-0.7911724803954858
Teatro Victoria de Monzón,490,Monzón,17839,True,41.910375593019005,0.1975539468705756
Teatre Nou de La Passió(Teatre La Passió) de Olesa de Montserrat,1493,Olesa de Montserrat,24446,True,41.54249215,1.895175320157385
Estudio 2 - Manuel Galiana de Madrid,48,Madrid,3416771,True,40.40314235,-3.702608392891478
Centre Cultural Sant Joan de Viladecans,332,Viladecans,67348,True,41.31713577927642,2.0189265120291946
Centro Cultural Caja de Burgos de Miranda de Ebro,405,Miranda de Ebro,36018,True,42.686833,-2.9431848
Cine Doga de Nájera,435,Nájera,8059,True,42.41662168612729,-2.7349491236490016
Teatro Galán de Santiago de Compostela,101,Santiago de Compostela,99536,True,42.8750372,-8.543196109437952
Sala Santiago(Palacio de Congresos y Exposiciones de Galicia) de Santiago de Compostela,1580,Santiago de Compostela,99536,True,42.88636117455872,-8.51305821166838
Sala Compostela(Palacio de Congresos y Exposiciones de Galicia) de Santiago de Compostela,520,Santiago de Compostela,99536,True,42.88636117455872,-8.51305821166838
Auditorio(Teatro Afundación) de Vigo,460,Vigo,293997,True,42.237711889761776,-8.724145071872334
Centro Municipal de Cultura American Lake de Gavà,240,Gavà,48007,True,41.30198,2.0052241825056987
Teatre L´Aurora(Unicoop Cultural) de Igualada,110,Igualada,41466,True,41.5808873,1.616872
Auditorio María Feliu(Casal de Cultura) de Barberà del Vallès,210,Barberà del Vallès,33322,True,41.51647723651727,2.127539680187286
Teatre Municipal de Palafrugell,470,Palafrugell,23848,True,41.90743172671407,3.170076752172711
Salón de Actos(Casa de la Cultura Miguel de Cervantes) de Estepa,150,Estepa,12373,True,37.289950950000005,-4.879214522395001
Teatro Garnelo de Montilla,307,Montilla,22298,True,37.59039936548171,-4.638145522962262
Centro Cívico Cultural de Mairena del Aljarafe,358,Mairena del Aljarafe,47898,True,37.34468730510477,-6.064169745890366
Centro Cultural Casa Grande de Ayamonte,206,Ayamonte,21645,True,37.21414527946044,-7.404435785888186
Auditorio Principal(Complejo Cultural San Francisco) de Cáceres,600,Cáceres,96441,True,39.465073586095095,-6.367360395696816
Teatro(Centro Cultural Paco Rabal) de Madrid,358,Madrid,3416771,True,40.3794597,-3.6611134
Auditorio Azorín(Caja de Ahorros del Mediterráneo) de Yecla,121,Yecla,35521,True,38.612716,-1.1147093
Aula de Cultura(Centro Cultural de la C.A.M.) de Jumilla,228,Jumilla,26784,True,38.4742600719118,-1.3253782328561463
Salón de Actos(Casa de Cultura) de Cehegín,288,Cehegín,14485,True,38.0874371,-1.771723588805792
Sala Moratín(Teatre Cine Rialto) de Valencia,70,València,825948,True,39.4709608,-0.3762924
Teatro del Carmen de Vélez-Málaga,389,Vélez-Málaga,85990,True,36.78241695,-4.10409163050648
Salón de Actos(Casa de Cultura) de Bollullos Par del Condado,360,Bollullos Par del Condado,14263,True,37.34098831251151,-6.5364518012539055
Teatro Municipal de Armilla,450,Armilla,25059,True,37.14570337772816,-3.626442806875312
Auditorio Municipal de Fuente Álamo,2115,Fuente Álamo de Murcia,18063,False,37.71997515458607,-1.172529392940185
Salón de Actos(Casa de Cultura) de Fuente Álamo,300,Fuente Álamo de Murcia,18063,True,37.722190002162144,-1.1714656431702626
Aula de Cultura(Caja de Ahorros del Mediterráneo) de Cieza,180,Cieza,35286,True,38.237317563099474,-1.421177843924908
Teatro(Centro Cultural San Juan Bautista) de Madrid,278,Madrid,3416771,True,40.45290360777537,-3.658725614323437
Salón de Actos(Centro Cultural Príncipe de Asturias) de Madrid,256,Madrid,3416771,True,40.43631995,-3.637450496900613
Salón de Actos(Centro Cívico La Vaguada) de Madrid,210,Madrid,3416771,True,40.47739384540435,-3.71406497902319
Salón de Actos(Centro Cultural La Elipa) de Madrid,256,Madrid,3416771,True,40.42552431502023,-3.649753472808265
Salón de Actos(Centro Cultural de Usera) de Madrid,206,Madrid,3416771,True,40.384983484196354,-3.711741031274833
Salón de Actos(Centro Cultural Buenavista) de Madrid,210,Madrid,3416771,True,40.4320578,-3.6709224693593168
Gran Teatro(Gran Teatro del Parque de Atracciones) de Madrid,2533,Madrid,3416771,True,40.4256828,-3.7524319
Sala Palmireno(Facultad de Geografía e Historia) de Valencia,179,Canals,13162,True,38.9626255,-0.5872182
Salón de Actos(Centre Cultural Bancaixa) de Valencia,291,València,825948,True,39.47346765,-0.3701910513027887
Auditorio(Casal Pere IV) de Sabadell,120,Sabadell,222177,True,41.54585025459095,2.109363154063099
Sala Xavier Fàbregas(Teatreneu) de Barcelona,390,Barcelona,1702547,True,41.40317110719357,2.158355589565045
Sala Café Teatre(Teatreneu) de Barcelona,100,Barcelona,1702547,True,41.40317110719357,2.158355589565045
Sala NASA de Santiago de Compostela,175,Santiago de Compostela,99536,True,42.878357,-8.554488723705012
Salón de Actos(Aula de Cultura Caixa Galicia) de Santiago de Compostela,311,Santiago de Compostela,99536,True,42.8759927,-8.5482821
Sala Mozart(Auditorio de Galicia) de Santiago de Compostela,320,Santiago de Compostela,99536,True,42.890768392573385,-8.543218424980289
Salón Teatro de Santiago de Compostela,272,Santiago de Compostela,99536,True,42.87844005,-8.543989260300311
Auditorio(Pazo da Cultura) de Pontevedra,772,Pontevedra,83077,True,42.43722613812421,-8.640131660096419
Auditorio Semana Verde de Silleda,624,Silleda,8876,True,42.70341185,-8.244877599999999
Teatro Cánovas(I.E.S. Cánovas del Castillo) de Málaga,370,Málaga,591637,True,36.7283141,-4.418671402530196
Auditorio Cueva de Nerja(Centro Cultural Villa de Nerja) de Nerja,335,Nerja,21913,True,36.7466988,-3.878259
Salón de Actos(Casa de la Cultura) de Maracena,140,Maracena,22275,True,37.20794086767435,-3.6326544551591904
Teatro España de La Palma del Condado,425,La Palma del Condado,10726,True,37.387486550000006,-6.553453553349517
Auditorio(Centro Cultural Casa del Reloj) de Madrid,276,Madrid,3416771,True,40.3944347,-3.7003451
Nave de Terneras(Centro Cultural Casa del Reloj) de Madrid,450,Madrid,3416771,True,40.3944347,-3.7003451
Salón de Actos(Centro Cultural El Madroño) de Madrid,330,Madrid,3416771,True,40.407452151376,-3.608244494090804
Teatro(Centro Cultural Meseta de Orcasitas) de Madrid,474,Madrid,3416771,True,40.3695029,-3.7077019
Teatro(Centro Cultural Orcasur) de Madrid,250,Madrid,3416771,True,40.3671755,-3.7010120636554618
Sala 1(Teatro Estudio de Madrid) de Madrid,30,Madrid,3416771,True,40.4117886,-3.702902803173452
Sala Municipal de Teatro Nuria Espert de Fuenlabrada,300,Fuenlabrada,190790,True,40.30172921423628,-3.832247790972393
Auditorio Municipal Narón de Narón,404,Narón,39285,True,43.50040895,-8.19209294801854
Sala Ángel Brage(Auditorio de Galicia) de Santiago de Compostela,1030,Santiago de Compostela,99536,True,42.890768392573385,-8.543218424980289
Aula de Cultura(Edificio Liceo) de Betanzos,258,Betanzos,13082,True,43.281014850000005,-8.211328094254032
Auditorio Gustavo Freire de Lugo,888,Lugo,99482,True,43.023506,-7.5630757
Sala A Capela(Centro Torrente Ballester) de Ferrol,200,Fene,12561,True,43.470541,-8.162312787902362
Teatro Principal de Pontevedra,432,Pontevedra,83077,True,42.43244955,-8.646277003326023
Teatro Municipal Pedro Pérez Fernández de Los Palacios y Villafranca,410,Los Palacios y Villafranca,38757,True,37.16221125,-5.922328771257814
Teatro Moderno(Casa de la Cultura) de Chiclana de la Frontera,400,Chiclana de la Frontera,89794,True,36.41998004510542,-6.1481062751413855
Auditorio Villa de Salobreña José Martín Recuerda(Ayuntamiento) de Salobreña,376,Salobreña,12562,True,36.7461386,-3.5869727159821707
Salón de Actos(Centro Cultural Casa de Vacas) de Madrid,140,Madrid,3416771,True,40.418707536938335,-3.684514376970532
Sala Sinfónica(Auditorio Nacional de Música) de Madrid,2324,Madrid,3416771,True,40.44598295,-3.67767757011008
Sala de Cámara(Auditorio Nacional de Música) de Madrid,692,Madrid,3416771,True,40.44598295,-3.67767757011008
Sala Ático Teatro de Getafe,190,Getafe,189906,True,40.30799415,-3.729284291921488
Salón de Actos(Casa de Cultura) de Lugones-Siero,200,Siero,52593,True,43.40188681694829,-5.803743582470974
Salón de Actos(Casa de Cultura) de Pravia,352,Pravia,7830,True,43.48910639729898,-6.11177321262076
Sala 3(Cines BOX) de Trasona-Corvera,330,Corvera de Asturias,15612,True,43.54979708346668,-5.877851503592999
Sala 4(Cines BOX) de Trasona-Corvera,391,Corvera de Asturias,15612,True,43.54979708346668,-5.877851503592999
Espacio Escénico Plaza de La Habana(Escuela Municipal de Música) de Posada de Llanera,300,Llanera,13948,True,43.44114405,-5.852638734941104
Sala Sinfónica(L´Auditori) de Barcelona,2203,Badalona,227083,True,41.44790818783396,2.2218889556810115
Sala Polivalente(L´Auditori) de Barcelona,376,Badalona,227083,True,41.44790818783396,2.2218889556810115
Sala Talía(Centro Social Polivalente) de Toledo,367,Toledo,86526,True,39.86478515,-3.949004685035463
Salón de Actos(Caja Rural de Toledo) de Toledo,700,Toledo,86526,True,39.86947180292253,-4.033217639206809
Teatro Cervantes de Sonseca,420,Sonseca,11205,True,39.67580475,-3.972857367858512
Teatro Echegaray de Sonseca,250,Sonseca,11205,True,39.67727583885094,-3.973362563410944
Teatro Cuyás de Las Palmas de Gran Canaria,937,Las Palmas de Gran Canaria,380436,True,28.107075300044585,-15.418113115037135
Teatro(Caja Duero) de Salamanca,400,Salamanca,144866,True,40.96765705,-5.665236705191171
Sala Mayor(Palacio de Congresos y Exposiciones) de Salamanca,1064,Salamanca,144866,True,40.96282170485971,-5.669002007605199
Sala Menor(Palacio de Congresos y Exposiciones) de Salamanca,400,Salamanca,144866,True,40.96282170485971,-5.669002007605199
Teatro Liceo de Salamanca,701,Salamanca,144866,True,40.966265,-5.662717979304043
Teatro Cervantes de Béjar,518,Béjar,12021,True,40.38744205253995,-5.769708267363023
Auditorio Fundación Ávila de Ávila,330,Ávila,58111,True,40.655247315196576,-4.699310879669194
Gran Teatre del Liceu de Barcelona,2321,Barcelona,1702547,True,41.3805684,2.1735383
La Gorga(Centre Cultural La Gorga) de Palamós,322,Palamós,18293,True,41.8472644,3.1286929
Teatre Joan Colet de Calafell,435,Calafell,30631,True,41.19153942933766,1.5693491862324305
Teatro Guiniguada de Las Palmas de Gran Canaria,578,Las Palmas de Gran Canaria,380436,True,28.10180356479341,-15.4153989206741
Auditorio Municipal La Granja de Ciudad Real,3000,Ciudad Real,75909,False,38.97846679754952,-3.949367808129152
Casa de Cultura de Miguelturra,310,Miguelturra,15769,True,38.96622938010808,-3.8903291767724486
Teatro Auditorio Municipal de Alcázar de San Juan,850,Alcázar de San Juan,30928,True,39.39117965127871,-3.202524319272225
Casa de Cultura de Herencia,188,Herencia,8385,True,39.365919568162,-3.3552929959692688
Teatro Principal de Mora,535,Mora,9782,True,39.68328696317235,-3.774599024433292
Casa de Cultura de Fuensalida,467,Fuensalida,12329,True,40.0513947,-4.207274898378991
Cine Teatro Municipal de Pedro Muñoz,550,Pedro Muñoz,7480,True,39.40650715734783,-2.94739493698802
Teatro Cine Rex de Socuéllamos,476,Socuéllamos,12123,True,39.27872067733908,-2.7957286782053807
Auditorio(Casa de Cultura) de La Solana,251,La Solana,15242,True,38.94175695,-3.2374546766879373
Auditori Teatre La Lira(La Lira Ampostina) de Amposta,530,Amposta,22270,True,40.7111531,0.5775035
Sala Margarita Xirgú de Castelldefels,430,Castelldefels,69450,True,41.283416564138925,1.979554473147577
Casa de Cultura de Motilla del Palancar,252,Motilla del Palancar,6119,True,39.563312870923205,-1.911729515606948
Auditorio Municipal de Las Pedroñeras,390,Las Pedroñeras,6638,True,39.44529245297321,-2.6669943026114926
Iglesia de San Miguel de Cuenca,340,Cuenca,53429,True,40.07852641219936,-2.131010197973211
Casa de Cultura de Azuqueca de Henares,388,Azuqueca de Henares,35498,True,40.5654677685206,-3.267480370127622
Cine Teatro Sanchiz de Tarazona de la Mancha,341,Tarazona de la Mancha,6138,True,39.26397065,-1.917256986771452
Auditorio(Palacio de Pedro I) de Torrijos,331,Torrijos,13885,True,39.98265985,-4.288004765124555
Teatro Coliseo de Palma del Río,732,Palma del Río,20688,True,37.69465003477922,-5.282435016847996
Teatro Municipal Alcalde J. M. Santana de Lepe,547,Lepe,28813,True,37.258475123837705,-7.209719894579748
Palacio de la Paz de Fuengirola,2000,Fuengirola,85859,True,36.54991311338779,-4.622212414929295
Gran Teatre Antonio Ferrandis de Paterna,535,Paterna,74822,True,39.49839615879464,-0.4376393400492943
Casa de Cultura de Bargas,310,Bargas,10978,True,39.93998217696075,-4.014792424159635
Centre Parroquial Victoria de Sóller,250,Sóller,13610,True,39.76732065,2.7159981
Auditori d´Alcúdia de Alcúdia,477,Alcúdia,21322,True,39.8521927,3.118502
Teatre d´Artà de Artà,480,Artà,8208,True,39.69207450199203,3.349035931693187
Teatro Principal de Almansa,428,Almansa,24282,True,38.86939855650772,-1.0955308139590227
Casa de Cultura de Hellín,250,Hellín,30516,True,38.51275595,-1.703325621049632
Anfiteatro(Parque de la Rosaleda) de Hellín,2000,Hellín,30516,False,38.50798897448338,-1.7041965395867067
Teatro Palenque de Talavera de la Reina,643,Talavera de la Reina,84738,True,39.95946348129902,-4.832829267530927
Auditorio Municipal(Casa de Cultura) de Caudete,434,Caudete,10146,True,38.70783071298583,-0.9867390759065686
Casa de Cultura Eleazar Huerta de Tobarra,300,Tobarra,7824,True,38.5906557,-1.6882679
Corral de Comedias de Almagro,300,Almagro,8958,False,38.8883154,-3.711851654314615
Teatro Municipal de Almagro,530,Almagro,8958,True,38.890479052757975,-3.711891193873612
Teatre El Magatzem(Cooperativa Obrera Tarraconense) de Tarragona,150,Reus,109930,True,41.1466454,1.1223143
Teatre Municipal de Berga,780,Berga,16959,True,42.1028314,1.8435774850413225
Teatre Zorrilla(Centre d´Arts Escèniques de Badalona) de Badalona,453,Badalona,227083,True,41.44980027642509,2.2503739974411534
Corral de Comedias de Alcalá de Henares,167,Alcalá de Henares,200702,True,40.482647521784536,-3.3640047777685105
Teatro Cervantes de Linares,530,Linares,55261,True,38.096321501455904,-3.6325500008696494
Sala Principal(Auditorio Ciudad de León) de León,1150,León,122243,True,42.61039924343429,-5.586299156925257
Sala Buero Vallejo(Teatro Auditorio Buero Vallejo) de Guadalajara,1003,Guadalajara,90909,True,40.63063578381471,-3.1730070103596977
Sala Gran(Teatre Auditori) de Granollers,728,Granollers,64181,True,41.610893,2.2865393
Palau Altea. Centre d´Arts de Altea,900,Altea,23820,True,38.598896371129904,-0.0574756840725299
Sala de Dalt(Teatre Municipal) de Manacor,231,Manacor,47777,True,39.56791144158304,3.220255319653296
Teatro Jofre de Ferrol,556,Ferrol,64218,True,43.482676350000006,-8.233587448755754
Sala d´enmig(Teatre Municipal) de Manacor,150,Manacor,47777,True,39.56791144158304,3.220255319653296
Sala de Baix(Teatre Municipal) de Manacor,141,Manacor,47777,True,39.56791144158304,3.220255319653296
Sala Atlántida(Centro de Congresos) de Puerto de la Cruz,800,Puerto de la Cruz,30849,True,28.405508540191065,-16.55225150710583
Teatro de La Granja(Casa de Cultura) de Santa Cruz de Tenerife,224,Santa Cruz de Tenerife,211359,True,28.46368833391658,-16.26664133448387
Salón de Actos(Espacio Cultural CajaCanarias) de Santa Cruz de Tenerife,388,Santa Cruz de Tenerife,211359,True,28.469046650000003,-16.25051648113684
Salón de Actos(Casa de Cultura) de Los Llanos de Aridane,140,Los Llanos de Aridane,20189,True,28.65897195,-17.913151453120214
Teatro Jacinto Benavente(Centro Cultural La Pocilla) de Galapagar,417,Galapagar,35273,True,40.5828872,-4.0090314
Teatro Lagrada de Madrid,66,Madrid,3416771,True,40.4026898,-3.7028771
Sala Multifuncional de Ciempozuelos,240,Ciempozuelos,25866,True,40.15551193875269,-3.6280452698812167
Teatro(Centro Cultural) de Guijuelo,218,Guijuelo,5484,True,40.55526736465488,-5.66663001394522
Salón de Actos(Centro Cultural Miraltormes) de Salamanca,240,Salamanca,144866,True,40.96523939033124,-5.6489192546194245
Sala de Usos Múltiples(Biblioteca Municipal Torrente Ballester) de Salamanca,250,Salamanca,144866,True,40.97902776546631,-5.656482842101768
Iglesia Vieja de Pizarrales de Salamanca,175,Salamanca,144866,True,40.9778952,-5.675888014679911
Teatre Fabià Puigserver(Teatre Lliure) de Barcelona,720,Barcelona,1702547,True,41.37101785,2.157487924475435
Espai Lliure(Teatre Lliure) de Barcelona,172,Barcelona,1702547,True,41.37101785,2.157487924475435
Espai Escènic Joan Brossa de Barcelona,60,Barcelona,1702547,True,41.3868531,2.1811924
Teatre Novedades de Barcelona,1678,Olesa de Montserrat,24446,True,41.54661355651471,1.8788306727167727
Teatre de La Garriga - El Patronat de La Garriga,388,la Garriga,17052,True,41.68174869381033,2.287778965381654
Palacio de Congresos-Casa Colón de Huelva,822,Huelva,143290,True,37.2546969,-6.946923527365287
Teatro Municipal Puerta del Andévalo de Valverde del Camino,458,Valverde del Camino,12655,True,37.57687448741862,-6.750715102177814
Teatro(Centro Cultural de la Villa) de La Rinconada - San José,447,La Rinconada,40529,True,37.48782158027632,-5.936749945193333
Teatro Mira de Amescua de Guadix,415,Guadix,18527,True,37.3005505083102,-3.135081302142965
Sala Joaquín Turina(Centro Cultural El Monte) de Sevilla,478,Sevilla,687488,True,37.393132050000006,-5.992827858685221
Auditorio I(Palacio de Congresos) de Valencia,1481,València,825948,True,39.49619935,-0.4020570971416736
Stage 1(Teatro Fígaro) de Madrid,606,Madrid,3416771,True,40.413420900000006,-3.703567297439396
Teatro Coliseum de Madrid,1451,Madrid,3416771,True,40.4232763,-3.710327
Teatro Mayor de Madrid,322,Aranjuez,62292,True,40.0547419,-3.5654382
El Pavón Teatro  Kamikaze de Madrid,501,Madrid,3416771,True,40.4101087,-3.706106386978192
Teatro Municipal Francisco Rabal de Pinto,490,Pinto,56003,True,40.243601434633774,-3.693333457931193
Teatro Cervantes de Valladolid,382,Valladolid,300618,True,41.64968209457297,-4.722284349678461
Centro de las Artes Escénicas y de la Música de Salamanca,1434,Salamanca,144866,True,40.961247885414544,-5.652361126945559
Sala Petita(Teatre Auditori) de Granollers,221,Granollers,64181,True,41.6108404,2.2866092
SAT! Sant Andreu Teatre de Barcelona,383,Barcelona,1702547,True,41.43216522502491,2.188736693719356
Centre Cultural Cardedeu de Cardedeu,298,Cardedeu,19023,True,41.63717837864228,2.3605800480806125
Sala Teatre Ramón Romagosa(Patronat Cultural i Recreatiu) de Cornellà de Llobregat,236,Cornellà de Llobregat,91589,True,41.35350769830341,2.0725671010921256
L´Estruch de Sabadell,190,Sabadell,222177,True,41.55466570766435,2.1019174933715803
Auditorio(Zalla Zine-Antzokia) de Zalla,456,Zalla,8319,True,43.2119655,-3.1369375
Auditorio(Bastero Kulturgunea) de Andoain,500,Andoain,14555,True,43.2176847,-2.0214087
Teatre Comarcal de Solsona,364,Solsona,9171,True,41.9957846,1.5170949
Teatre Principal de Arenys de Mar,274,Arenys de Mar,16342,True,41.580607150000006,2.5497721699242675
Teatre de Blanes de Blanes,411,Blanes,42198,True,41.6749069,2.7916884
Petit Palau(Palau de la Música Catalana) de Barcelona,550,Badalona,227083,True,41.44852275,2.24922325
Auditorio Aurelio Guirao(Centro Cultural Géneros de Punto) de Cieza,317,Cieza,35286,True,38.23618409733887,-1.419053046744697
Auditorio Montserrat Caballé(Conservatorio) de Arganda del Rey,514,Arganda del Rey,59513,True,40.2964322,-3.4317775
Teatro Villa de Molina de Molina de Segura,592,Molina de Segura,77493,True,38.05735839436808,-1.2071163086935734
Salón de Actos(Centro Cultural Pablo Iglesias) de Alcobendas,200,Alcobendas,121373,True,40.5415776,-3.64170995
Sala Valle-Inclán(Teatro Valle-Inclán) de Madrid,504,Madrid,3416771,True,40.40904187481984,-3.701169033558231
Sala Francisco Nieva(Teatro Valle-Inclán) de Madrid,114,Madrid,3416771,True,40.40904187481984,-3.701169033558231
Auditorio Conde Duque(Espacio Cultural Conde Duque) de Madrid,400,Madrid,3416771,True,40.42758417324644,-3.710375265135687
Teatro Tarambana de Madrid,90,Madrid,3416771,True,40.3857597,-3.74325
Teatro Circo Price de Madrid,2142,Madrid,3416771,True,40.4059808,-3.698596
Sala Capitol(Cines Capitol) de Madrid,1373,Madrid,3416771,True,40.4205118,-3.7066782
Teatro Infanta Isabel de Madrid,668,Madrid,3416771,True,40.4221905,-3.695385613120063
Teatro Maravillas de Madrid,0,Madrid,3416771,True,40.4286717,-3.7030547
Mira Teatro de Pozuelo de Alarcón,573,Pozuelo de Alarcón,89378,True,40.4380584,-3.81831833019282
Teatro Gran Vía de Madrid,1020,Madrid,3416771,True,40.4223397,-3.7088477
Pequeño Teatro Gran Vía(Teatro Gran Vía) de Madrid,307,Madrid,3416771,True,40.4223397,-3.7088477
Auditorio 400(Museo Nacional Centro de Arte Reina Sofía) de Madrid,425,Madrid,3416771,True,40.4080495,-3.694421591348541
Auditorio Eduardo del Pueyo(Conservatorio Superior de Música de Aragón) de Zaragoza,484,Zaragoza,686986,True,41.63625105,-0.9116254982077102
Salón de actos(Colegio Jesús María - El Salvador) de Zaragoza,974,Zaragoza,686986,True,41.6319857,-0.900311928732564
Auditorio(Casa de Cultura) de Bolaños de Calatrava,464,Bolaños de Calatrava,11991,True,38.90731121437902,-3.663980526892733
Teatro José Monleón(Centro Cívico José Saramago) de Leganés,497,Leganés,194084,True,40.33586725847492,-3.774537140371881
Teatro(Centro Cultural Tomás y Valiente) de Fuenlabrada,765,Fuenlabrada,190790,True,40.29268945,-3.791357161212739
Sala Guirau(Teatro Fernán Gómez) de Madrid,689,Madrid,3416771,True,40.4249426,-3.6898769
Sala Jardiel Poncela(Teatro Fernán Gómez) de Madrid,170,Madrid,3416771,True,40.4249426,-3.6898769
BARTS de Barcelona,943,Barcelona,1702547,True,41.3751435,2.1695665
Sala Oberta(Teatre Auditori) de Granollers,0,Granollers,64181,False,41.6108404,2.2866092
Teatro de las Esquinas de Zaragoza,492,Zaragoza,686986,True,41.65170871531375,-0.9102445312303808
Sala Experimental(Teatro Zorrilla) de Valladolid,86,Valladolid,300618,False,41.651653,-4.7280698
Auditorio(Cultural Internacional Oscar Niemeyer) de Avilés,951,Avilés,75351,True,43.55706828001154,-5.914646874856476
Sala Club(Cultural Internacional Oscar Niemeyer) de Avilés,300,Avilés,75351,False,43.55706828001154,-5.914646874856476
Sala Petita(Teatre Kursaal) de Manresa,200,Manresa,80201,True,41.73057848701141,1.8267736762268896
Sala Gran(Teatre Kursaal) de Manresa,803,Manresa,80201,True,41.73057848701141,1.8267736762268896
Sala Gran(Porta 4  L’Autèntica) de Barcelona,50,Barcelona,1702547,True,41.40943945,2.1601866000000003
Teatro Rambal de Utiel,1032,Utiel,11632,True,39.567055,-1.2025952
Teatro Gaztambide de Tudela,680,Tudela,37247,True,42.05776659785827,-1.5921312657577882
La Sala Miguel Hernández de Sabadell,303,Sabadell,222177,True,41.56912470551838,2.0849683456008736
Teatre Cinema(Foment Mataroní) de Mataró,487,Mataró,131798,True,41.54091489266914,2.4450620824228118
Teatro Don Quijote de Consuegra,427,Consuegra,9805,True,39.46125452585063,-3.607493017879844
Teatro Municipal de La Bañeza,480,La Bañeza,10047,True,42.2989541537693,-5.897571625064852
Centro Cultural Carlos Cano de La Zubia,360,La Zubia,19885,True,37.11932127197,-3.5832945283977
Cava Alta(OFF de La Latina) de Madrid,0,Madrid,3416771,True,40.4120424,-3.7119519
Cava Baja(OFF de La Latina) de Madrid,0,Madrid,3416771,True,40.4120424,-3.7119519
Sala Lola Membrives(Teatro Lara) de Madrid,120,Madrid,3416771,False,40.4221297,-3.7043663
Teatro Oriente de Morón de la frontera,358,Morón de la Frontera,27229,True,37.12139624642497,-5.451603421728504
Teatro Auditorio Alcalde Felipe Benítez de Rota,480,Rota,29675,True,36.6222238217859,-6.360792669307931
Sala Margarita Xirgú(Teatro Español) de Madrid,107,Madrid,3416771,True,40.4258351,-3.6802814
Auditorio(Palacio de Congresos El Greco) de Toledo,975,Toledo,86526,True,39.86086872745365,-4.020367117823353
Auditorio(Sede Afundación) de Pontevedra,0,Pontevedra,83077,True,42.428761517209786,-8.645319073519506
El Canal Centre d´arts escèniques de Salt,300,Salt,33242,True,41.9776893,2.797251770384216
Sala Trono de Tarragona,135,Tarragona,141151,True,41.114235330696005,1.2533015549147222
Sala principal(Auditori Teatre Espai Ter) de Torroella de Montgrí,619,Torroella de Montgrí,12356,True,42.03975931228198,3.121712218423036
La Puntual de Barcelona,50,Barcelona,1702547,True,41.38676645,2.181082244250103
Sala Ultramar de Valencia,0,València,825948,True,39.4673331,-0.3849112
Teatre Flumen de Valencia,400,València,825948,True,39.48271034509881,-0.3864550328972903
Teatre El Musical de Valencia,402,València,825948,True,39.4646179,-0.3320625
Teatre Principal de Sabadell,506,Sabadell,222177,True,41.5419559928293,2.108329064152122
Teatro(Biblioteca de Catalunya) de Barcelona,0,Granollers,64181,False,41.61551987825777,2.2943428324105044
Sala Manuel de Falla(Palacio de Exposiciones y Congresos) de Granada,547,Granada,232717,True,37.16438218344076,-3.600149352892576
Teatro Príncipe Felipe de Tegueste,245,Tegueste,11344,True,28.523096979012003,-16.339400624804092
	 Sala Manuel Alonso Zapata(Centro Cultural Nicolás Salmerón) de Madrid,234,Madrid,3416771,True,40.44627373887498,-3.675562967941097
Teatre Tarragona de Tarragona,686,Tarragona,141151,True,41.117390400000005,1.24917985
Auditorio(Centro de Arte) de Alcobendas,344,Alcobendas,121373,True,40.54098986226027,-3.630983490177077
Arte&Desmayo de Madrid,45,Madrid,3416771,True,40.39363254620364,-3.713117489191545
Centro Cultural Sanchinarro de Madrid,404,Alcalá de Henares,200702,True,40.49879620320766,-3.3513613827182698
El Umbral de Primavera de Madrid,60,Madrid,3416771,False,40.4095115,-3.7004024
 Karpas Teatro(Karpas Teatro) de Madrid,60,Madrid,3416771,True,40.4082928,-3.69321345
Auditorio(La Casa Encendida) de Madrid,167,Madrid,3416771,True,40.40607055,-3.699885169087702
La Nao 8 de Madrid,50,Madrid,3416771,True,40.42196855,-3.7039386
Sala de teatro(Nave 73) de Madrid,90,Madrid,3416771,False,40.4039759,-3.694602
