name,town,capacity,roofed,latitude,longitude,url
Teatro de la Laboral(Laboral Ciudad de la Cultura) de Gijón,,1331,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=159
Auditorio-Salón de actos(Casa de Cultura) de San Juan,,521,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=160
Auditorio(Centro Social) de San Vicente del Raspeig,Sant Vicent del Raspeig / San Vicente del Raspeig,380,True,38.39594468870294,-0.5232287624950904,https://www.proyectomire.org/web/datosrecinto.php?id=161
Teatre Monumental de Mataró,,772,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=162
Magatzem de la Ribera de Carcaixent,,800,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=163
Teatre Municipal Don Enrique de Carcaixent,Carcaixent,351,True,39.11622814748929,-0.45143029489365327,https://www.proyectomire.org/web/datosrecinto.php?id=164
Centre Cultural de L´Alcudia,l'Alcúdia,690,True,39.19826705,-0.507056175361447,https://www.proyectomire.org/web/datosrecinto.php?id=165
L´Auditori de Torrent,Torrent,606,True,39.42279471531458,-0.4753791678862888,https://www.proyectomire.org/web/datosrecinto.php?id=166
Teatro Romano de Sagunto,Sagunt / Sagunto,1500,False,39.67935880814962,-0.27835585342293245,https://www.proyectomire.org/web/datosrecinto.php?id=167
Gran Teatre de Alzira,,896,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=168
Centre Cultural de Mislata,Mislata,400,True,39.47277369497986,-0.4143370622049243,https://www.proyectomire.org/web/datosrecinto.php?id=169
Gran Teatro de Manzanares,,710,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=170
Salón de Actos(Casa de Cultura) de Manzanares,,300,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=171
Teatro Auditorio de Cuenca,Cuenca,736,True,40.07654618256079,-2.1283691063736017,https://www.proyectomire.org/web/datosrecinto.php?id=172
Teatro de Rojas de Toledo,Toledo,420,True,39.85777096001137,-4.022721602311142,https://www.proyectomire.org/web/datosrecinto.php?id=173
Gran Teatro de Villarrobledo,Villarrobledo,550,True,39.26779313696617,-2.6055685461310816,https://www.proyectomire.org/web/datosrecinto.php?id=174
Sala Mª Aurelia Capmany(Mercat de les Flors) de Barcelona,Sant Joan de Vilatorrada,800,True,41.7451951,1.8036829,https://www.proyectomire.org/web/datosrecinto.php?id=175
Teatro Villarroel de Barcelona,Barcelona,418,True,41.3845106,2.1574535,https://www.proyectomire.org/web/datosrecinto.php?id=176
Auditori Pau Casals de El Vendrell,el Vendrell,404,True,41.183107145472114,1.5371102257301752,https://www.proyectomire.org/web/datosrecinto.php?id=177
Teatre Auditori Municipal de Sant Feliu de Guíxols,Sant Feliu de Guíxols,386,True,41.781001174804906,3.0256507226912226,https://www.proyectomire.org/web/datosrecinto.php?id=178
Teatre Metropol de Tarragona,,529,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=179
Teatro(Escuela Superior de Arte Dramático) de Murcia,Los Dolores,506,True,37.9840134,-1.127866,https://www.proyectomire.org/web/datosrecinto.php?id=180
Teatro Concha Segura de Yecla,,558,True,,,https://www.proyectomire.org/web/datosrecinto.php?id=181
Auditorio(Casa de Cultura) de La Roda,La Roda,398,True,39.20654097665861,-2.1563733187823706,https://www.proyectomire.org/web/datosrecinto.php?id=182
Teatro Cine Crisfel de Alcázar de San Juan,Alcázar de San Juan,709,True,39.39370885782436,-3.203245821782917,https://www.proyectomire.org/web/datosrecinto.php?id=183
Teatro Victoria de Talavera de la Reina,Talavera de la Reina,371,True,39.959267744917256,-4.83204843106822,https://www.proyectomire.org/web/datosrecinto.php?id=184
Teatro del Palacio de la Audiencia(Centro Cultural Palacio de la Audiencia) de Soria,,525,True,41.717494215102874,-1.8114506769183583,https://www.proyectomire.org/web/datosrecinto.php?id=185
